TOKEN,NE
This,0
letter,0
was,0
originally,0
catalogued,0
as,0
a,0
single,0
item,0
along,0
with,0
GEO/ADD/3/82/16,0
(,0
2,0
),0
",",0
a,0
draft,0
response,0
by,0
Hamilton,0
(,0
to,0
a,0
different,0
letter,0
),0
written,0
on,0
the,0
verso,0
of,0
p.3,0
.,0
The,0
image,0
has,0
been,0
split,0
to,0
separate,0
the,0
Prince,0
's,0
letter,0
and,0
Hamilton,0
's,0
draft,0
and,0
so,0
differs,0
from,0
that,0
in,0
the,0
Royal,0
Archive,0
",",0
where,0
the,0
two,0
appear,0
as,0
a,0
single,0
item,0
under,0
the,0
original,0
reference,0
of,0
GEO/ADD/3/82/16,0
.,0
16,0
typed,0
25,0
th,0
.,0
July,0
1779,0
My,0
dearest,0
dearest,0
dearest,0
friend,0
",",0
I,0
have,0
now,0
but,0
a,0
moment,0
",",0
therefore,0
I,0
will,0
say,0
what,0
little,0
I,0
can,0
to,0
you,0
now,0
the,0
rest,0
must,0
be,0
deferred,0
till,0
5,0
o,0
clock,0
tomorrow,0
Morning,0
.,0
I,0
have,0
not,0
forgot,0
the,0
situation,0
Providence,0
has,0
placed,0
me,0
in,0
",",0
I,0
can,0
not,0
help,0
however,0
help,0
lamenting,0
that,0
I,0
am,0
of,0
such,0
rank,0
as,0
to,0
prevent,0
at,0
least,0
for,0
ye,0
present,0
",",0
my,0
being,0
united,0
to,0
her,0
",",0
whom,0
alone,0
I,0
can,0
love,0
.,0
I,0
should,0
look,0
upon,0
myself,0
as,0
the,0
most,0
execrable,0
wretch,0
upon,0
ye,0
face,0
of,0
ye,0
Earth,0
",",0
if,0
I,0
was,0
wanting,0
in,0
ye,0
smallest,0
tittle,0
to,0
ye,0
best,0
of,0
Parents,0
",",0
I,0
would,0
not,0
be,0
ye,0
cause,0
of,0
a,0
moment,0
's,0
un,0
happineſs,0
to,0
them,0
for,0
all,0
the,0
Earth,0
poſseſses,0
.,0
Impetuosity,0
",",0
ardor,0
",",0
no,0
word,0
is,0
too,0
ſtrong,0
for,0
my,0
present,0
sentiments,0
.,0
I,0
see,0
Beauty,0
Person,0
",",0
accomplishments,0
",",0
every,0
thing,0
in,0
ſhort,0
in,0
you,0
that,0
could,0
make,0
my,0
life,0
happy,0
.,0
But,0
after,0
tomorrow,0
I,0
will,0
forever,0
close,0
my,0
lips,0
upon,0
that,0
subject,0
whatever,0
my,0
feelings,0
may,0
be,0
as,0
it,0
seems,0
to,0
be,0
disagreable,0
to,0
you,0
.,0
Disgraceful,0
t,0
d,0
o,0
you,0
call,0
it,0
for,0
me,0
to,0
feel,0
such,0
sentiments,0
for,0
you,0
",",0
I,0
look,0
upon,0
it,0
as,0
ye,0
glory,0
of,0
my,0
life,0
.,0
I,0
conjure,0
you,0
by,0
all,0
that,0
's,0
sacred,0
to,0
explain,0
yrself,0
what,0
you,0
mean,0
when,0
you,0
say,0
whatever,0
appearance,0
things,0
may,0
carry,0
with,0
them,0
",",0
or,0
however,0
affairs,0
may,0
turn,0
out,0
you,0
will,0
act,0
up,0
to,0
ye,0
character,0
of,0
my,0
friend,0
.,0
ever,0
dear,0
ever,0
precious,0
name,0
.,0
You,0
drive,0
me,0
to,0
distraction,0
",",0
think,0
not,0
I,0
conjure,0
you,0
of,0
ever,0
going,0
",",0
if,0
you,0
do,0
at,0
present,0
",",0
you,0
will,0
drive,0
me,0
notwithstanding,0
all,0
ye,0
.,0
strong,0
principles,0
of,0
Religion,0
I,0
have,0
had,0
instilled,0
into,0
me,0
",",0
from,0
my,0
earliest,0
Childhood,0
",",0
to,0
commit,0
some,0
horrid,0
attempt,0
upon,0
myself,0
",",0
if,0
hereafter,0
you,0
go,0
&,0
retire,0
abroad,0
I,0
will,0
leave,0
my,0
Country,0
",",0
Parents,0
",",0
family,0
in,0
short,0
every,0
thing,0
that,0
ought,0
to,0
be,0
dear,0
to,0
me,0
on,0
Earth,0
",",0
merely,0
to,0
follow,0
you,0
in,0
order,0
to,0
have,0
ye,0
happineſs,0
of,0
seeing,0
her,0
to,0
whom,0
I,0
am,0
so,0
firmly,0
attached,0
.,0
But,0
after,0
tomorrow,0
I,0
again,0
declare,0
",",0
I,0
will,0
never,0
for,0
ye,0
.,0
future,0
open,0
my,0
lips,0
to,0
you,0
upon,0
that,0
subject,0
.,0
Excuse,0
I,0
entreat,0
of,0
you,0
the,0
violence,0
of,0
my,0
terms,0
",",0
it,0
is,0
upon,0
a,0
so,0
much,0
a,0
subject,0
too,0
much,0
connected,0
with,0
my,0
happineſs,0
for,0
m,0
y,0
e,0
to,0
speak,0
otherwise,0
upon,0
it,0
.,0
You,0
will,0
ever,0
be,0
my,0
friend,0
",",0
&,0
I,0
hope,0
you,0
never,0
will,0
find,0
any,0
reason,0
to,0
think,0
me,0
otherwise,0
than,0
yrs,0
.,0
Adieu,0
My,0
dearest,0
",",0
dearest,0
",",0
dearest,0
Friend,0
.,0
P.S,0
.,0
Excuse,0
my,0
writing,0
for,0
I,0
am,0
in,0
prodigious,0
hast,0
",",0
as,0
well,0
as,0
ye,0
stile,0
.,0
